polynomial,budget,tile_x,tile_y,x_min,x_max,y_min,y_max,sample_count,mean_iterations,late_fraction,unresolved_fraction
asymmetric-cubic,24,3,3,-0.8,-0.5333333333333334,0.5333333333333334,0.8,225,6.946666666666666,0.09777777777777778,0.0
asymmetric-cubic,24,4,3,-0.5333333333333334,-0.26666666666666683,0.5333333333333334,0.8,225,8.537777777777778,0.24,0.0044444444444444444
asymmetric-cubic,24,5,3,-0.26666666666666683,0.0,0.5333333333333334,0.8,225,5.657777777777778,0.0,0.0
asymmetric-cubic,24,6,3,0.0,0.2666666666666666,0.5333333333333334,0.8,225,5.0311111111111115,0.0,0.0
asymmetric-cubic,24,7,3,0.2666666666666666,0.5333333333333332,0.5333333333333334,0.8,225,6.386666666666667,0.0044444444444444444,0.0
asymmetric-cubic,24,8,3,0.5333333333333332,0.7999999999999998,0.5333333333333334,0.8,225,9.044444444444444,0.3111111111111111,0.0
asymmetric-cubic,24,9,3,0.7999999999999998,1.0666666666666664,0.5333333333333334,0.8,225,6.777777777777778,0.0044444444444444444,0.0
asymmetric-cubic,24,10,3,1.0666666666666664,1.333333333333333,0.5333333333333334,0.8,225,6.053333333333334,0.0,0.0
asymmetric-cubic,24,11,3,1.333333333333333,1.6,0.5333333333333334,0.8,225,6.0,0.0,0.0
asymmetric-cubic,24,0,4,-1.6,-1.3333333333333335,0.26666666666666683,0.5333333333333334,225,7.875555555555556,0.09333333333333334,0.0
asymmetric-cubic,24,1,4,-1.3333333333333335,-1.0666666666666669,0.26666666666666683,0.5333333333333334,225,8.462222222222222,0.24888888888888888,0.0
asymmetric-cubic,24,2,4,-1.0666666666666669,-0.8,0.26666666666666683,0.5333333333333334,225,8.666666666666666,0.2577777777777778,0.0
asymmetric-cubic,24,3,4,-0.8,-0.5333333333333334,0.26666666666666683,0.5333333333333334,225,7.666666666666667,0.14222222222222222,0.0
asymmetric-cubic,24,4,4,-0.5333333333333334,-0.26666666666666683,0.26666666666666683,0.5333333333333334,225,7.257777777777778,0.10222222222222223,0.0
asymmetric-cubic,24,5,4,-0.26666666666666683,0.0,0.26666666666666683,0.5333333333333334,225,5.0311111111111115,0.0,0.0
asymmetric-cubic,24,6,4,0.0,0.2666666666666666,0.26666666666666683,0.5333333333333334,225,4.777777777777778,0.0,0.0
asymmetric-cubic,24,7,4,0.2666666666666666,0.5333333333333332,0.26666666666666683,0.5333333333333334,225,6.635555555555555,0.035555555555555556,0.0
asymmetric-cubic,24,8,4,0.5333333333333332,0.7999999999999998,0.26666666666666683,0.5333333333333334,225,7.684444444444445,0.13777777777777778,0.0
asymmetric-cubic,24,9,4,0.7999999999999998,1.0666666666666664,0.26666666666666683,0.5333333333333334,225,5.36,0.0,0.0
asymmetric-cubic,24,10,4,1.0666666666666664,1.333333333333333,0.26666666666666683,0.5333333333333334,225,5.026666666666666,0.0,0.0
asymmetric-cubic,24,11,4,1.333333333333333,1.6,0.26666666666666683,0.5333333333333334,225,5.217777777777778,0.0,0.0
asymmetric-cubic,24,0,5,-1.6,-1.3333333333333335,0.0,0.26666666666666683,225,9.617777777777778,0.4444444444444444,0.0
