power,budget,threshold,tile_x,tile_y,x_min,x_max,y_min,y_max,sample_count,mean_iterations,late_fraction,unresolved_fraction
3,40,20,9,11,0.7999999999999998,1.0666666666666664,-1.6,-1.333333333333333,100,10.32,0.02,0.0
3,40,20,10,11,1.0666666666666664,1.333333333333333,-1.6,-1.333333333333333,100,11.84,0.03,0.0
3,40,20,11,11,1.333333333333333,1.6,-1.6,-1.333333333333333,100,8.31,0.0,0.0
3,80,40,0,0,-1.6,-1.3333333333333335,1.3333333333333335,1.6,100,6.0,0.0,0.0
3,80,40,1,0,-1.3333333333333335,-1.0666666666666669,1.3333333333333335,1.6,100,5.7,0.0,0.0
3,80,40,2,0,-1.0666666666666669,-0.8,1.3333333333333335,1.6,100,5.01,0.0,0.0
3,80,40,3,0,-0.8,-0.5333333333333334,1.3333333333333335,1.6,100,5.0,0.0,0.0
3,80,40,4,0,-0.5333333333333334,-0.26666666666666683,1.3333333333333335,1.6,100,5.0,0.0,0.0
3,80,40,5,0,-0.26666666666666683,0.0,1.3333333333333335,1.6,100,5.55,0.0,0.0
3,80,40,6,0,0.0,0.2666666666666666,1.3333333333333335,1.6,100,6.3,0.0,0.0
3,80,40,7,0,0.2666666666666666,0.5333333333333332,1.3333333333333335,1.6,100,7.77,0.0,0.0
3,80,40,8,0,0.5333333333333332,0.7999999999999998,1.3333333333333335,1.6,100,11.69,0.0,0.0
3,80,40,9,0,0.7999999999999998,1.0666666666666664,1.3333333333333335,1.6,100,10.32,0.0,0.0
3,80,40,10,0,1.0666666666666664,1.333333333333333,1.3333333333333335,1.6,100,11.84,0.0,0.0
3,80,40,11,0,1.333333333333333,1.6,1.3333333333333335,1.6,100,8.31,0.0,0.0
3,80,40,0,1,-1.6,-1.3333333333333335,1.0666666666666669,1.3333333333333335,100,6.0,0.0,0.0
3,80,40,1,1,-1.3333333333333335,-1.0666666666666669,1.0666666666666669,1.3333333333333335,100,5.32,0.0,0.0
3,80,40,2,1,-1.0666666666666669,-0.8,1.0666666666666669,1.3333333333333335,100,5.0,0.0,0.0
3,80,40,3,1,-0.8,-0.5333333333333334,1.0666666666666669,1.3333333333333335,100,4.6,0.0,0.0
